startdate,enddate,finished,q1,q5_1,q6,q7,q8,q9_1,q10_1,q11_1,q11_2,q12,q13_1,q13_2,q13_3,q13_4,q13_5,q14_1,q14_2,q14_3,q14_4,q16,q22_pagesubmit,q24_pagesubmit,q23_pagesubmit,q25_1,q26_1,q27_1,q28_1,q29_1
2016-11-29 19:59:21,2016-11-29 20:06:30,True,I agree,1997,Male,Single,Non-Hispanic White or Euro-American,United States,3.5,0,0,$0-$500,6.6,8,5,9,5,,Mitch McConnel,,Republican,The Supreme Court,,245.117,,3,7,9,6.5,5.4
2016-11-29 20:09:40,2016-11-29 20:16:34,True,I agree,1993,Male,Single,Non-Hispanic White or Euro-American,United States,2,2,0,$0-$500,2,1,1,1,1,Secretary of Defense,Mitch McConnell,John Roberts,Republican Party,The Supreme Court,223.329,,,1,1,3,10,7.1
2016-11-29 20:03:20,2016-11-29 20:19:29,True,I agree,1974,Female,Single,Non-Hispanic White or Euro-American,United States,5,4,0,Prefer not to disclose,9,9,,9,7,,Republican ,Chief Justice Roberts,Republican ,The Supreme Court,,,175.576,5,5,5,5,5.5
2016-11-29 20:14:42,2016-11-29 20:20:51,True,I agree,1997,Male,Single,Non-Hispanic White or Euro-American,United States,2,1,0,Prefer not to disclose,6,6,8.1,8.8,5.6,,,,,The Congress,,,173.325,3.1,6,8.3,4,6.9
2016-11-29 20:13:49,2016-11-29 20:21:10,True,I agree,1993,Male,Single,Latino or Hispanic American,United States,6,3,0,Prefer not to disclose,9,9,,9,9,,R,,R,The Supreme Court,,246.257,,1,4,10,5,1
2016-11-29 20:06:43,2016-11-29 20:24:52,True,I agree,1992,Male,Single,Latino or Hispanic American,United States,2,3,0,$3001 and more,3,1,1,7,1,,Mitch McConnell,John Roberts,Republicans,The Supreme Court,440.993,,,2,10,10,3,1.1
2016-11-29 20:20:43,2016-11-29 20:29:08,True,I agree,1997,Male,Single,Non-Hispanic White or Euro-American,United States,4.5,1.5,0,Prefer not to disclose,8,10,5,10,7,Secretary of Defense,Mitch McConnell,John Roberts,Republicans,The Supreme Court,,243.686,,3.5,7,10,3,3
2016-11-29 20:38:09,2016-11-29 20:45:24,True,I agree,1996,Male,Single,"Black, Afro-Caribbean, or African American",United States,4,2,0,$501-$1000,10,10,,10,10,IDK,IDK,IDK,Republicans,The Congress,309.646,,,1,10,10,10,5.4
2016-11-29 20:39:42,2016-11-29 20:47:36,True,I agree,1989,Female,Single,Non-Hispanic White or Euro-American,United States,2.9,2,0,$3001 and more,6.2,2,1.2,7,1.2,,,,Republicans,The Supreme Court,164.566,,,1.4,9,9.5,7,7.5
2016-11-29 20:39:24,2016-11-29 20:50:04,True,I agree,1997,Female,Single,Non-Hispanic White or Euro-American,United States,4,1.5,0,$1501-$2000,4.9,7,3.7,8.2,6.2,Defense Secretary,Mitch McConnell,Roberts,Republicans,The Supreme Court,,244.811,,5,7.1,8.1,8.2,6.9
2016-11-29 20:46:56,2016-11-29 21:02:07,True,I agree,1952,Male,Single,"Black, Afro-Caribbean, or African American",Afghanistan,4.2,2,0,Prefer not to disclose,3.9,5.2,,,,,,,,The Congress,,,867.658,8.4,7.4,7.3,3.6,7.4
2016-11-29 20:54:13,2016-11-29 21:02:23,True,I agree,1996,Female,Single,Non-Hispanic White or Euro-American,United States,6.1,2,0,$0-$500,6,6,,8,7,Sec. of Defense,Mitch Mcconer,RBG,Republicans,The Supreme Court,171.473,,,2,8,5.6,8.1,3.9
2016-11-29 21:18:53,2016-11-29 21:26:50,True,I agree,1995,Male,Single,Latino or Hispanic American,United States,3.9,0,0,Prefer not to disclose,,,,,,,,,,The Supreme Court,,407.32,,5.6,5.6,5.6,5.6,5.7
2016-11-29 21:14:40,2016-11-29 21:28:16,True,I agree,1994,Male,Single,Non-Hispanic White or Euro-American,United States,7.1,4,0,$501-$1000,8.4,8.6,1.4,8.5,1.7,Secretary of Defense,Senator Mitch McConnell,Justice Roberts,GOP,The Supreme Court,,,163.611,6,5,6,4,5.4
2016-11-29 21:25:46,2016-11-29 21:32:39,True,I agree,1994,Male,Single,Arab Middle Eastern or Arab American,Qatar,5.9,3,0,$3001 and more,8.1,,,10,6.4,i don't know,i don't know,i don't know,Donald trump?,The Supreme Court,233.744,,,8.1,5.5,5.6,4,6.2
2016-11-22 21:28:20,2016-11-22 21:38:04,False,I agree,1993,Male,Single,Other,United States,1,2,0,$501-$1000,10,10,2.9,10,3.1,,Paul,Robert,Republicans,The Supreme Court,,,,,,,,
2016-11-29 21:35:08,2016-11-29 21:46:47,True,I agree,1991,Male,Single,Non-Hispanic White or Euro-American,United States,1,6,0,$2501-$3000,5.6,7.8,7.6,10,8.7,Defense Secretary,Mitch McConnell,John G. Roberts Jr. ,Republican,The Supreme Court,,417.826,,5,4,7.1,8.6,5.4
2016-11-29 21:37:18,2016-11-29 21:51:00,True,I agree,1994,Male,Single,Other,Qatar,9.9,2,,Prefer not to disclose,,,,,,,,,,The Supreme Court,,,185.043,5.6,4.6,7.5,7.1,6.3
2016-11-29 22:10:23,2016-11-29 22:18:51,True,I agree,1997,Female,Single,Non-Hispanic White or Euro-American,United States,2,1,0,$0-$500,10,10,,10,9,,,,Republican,The Supreme Court,,244.148,,5,7,10,7,3.8
2016-11-29 22:51:15,2016-11-29 22:59:41,True,I agree,1994,Male,Single,Non-Hispanic White or Euro-American,United States,1,4,0,$0-$500,6,7,,10,7,Secretary of Defense,Mitch Mcconnell,John Roberts,Republican,The Supreme Court,164.544,,,3,8.5,8.5,9,1
2016-11-29 23:19:19,2016-11-29 23:27:34,True,I agree,1984,Male,Single,Latino or Hispanic American,United States,3,5,0,$2001-$2500,8,10,10,10,10,secretary of defense,mitch mcconnell,roberts,republicans,The Supreme Court,,,169.171,4,9,7,10,3.5
2016-11-29 23:23:59,2016-11-29 23:30:02,True,I agree,1978,Male,Single,East Asian or Asian American,United States,5.4,1,0,$0-$500,5.8,6.4,6.5,5.8,5.9,secretary of defense,USA,donner,no,The president,,245.305,,6.1,7.1,7.1,6.5,7.7
2016-11-30 00:40:43,2016-11-30 01:00:39,True,I agree,1994,Male,Single,Non-Hispanic White or Euro-American,United States,4,3,0,$0-$500,9.5,9.5,3,9.8,8,,,,Republicans,The Supreme Court,411.23,,,2,7.4,9.2,8.8,3
2016-11-30 06:41:15,2016-11-30 06:51:37,True,I agree,1994,Male,Single,Non-Hispanic White or Euro-American,United States,1.1,3,0,$0-$500,5.1,7.2,6.2,8.7,10,defense secretary,,,,The Supreme Court,,,329.27,6,5,7.2,7.1,2.7
2016-11-30 10:24:19,2016-11-30 10:34:05,True,I agree,1997,Female,Single,Non-Hispanic White or Euro-American,United States,1,1,0,Prefer not to disclose,8.1,7.1,,9,6,,,,Republicans,The Supreme Court,,257.736,,3.5,6.7,6.8,7,3.3
2016-11-30 10:39:46,2016-11-30 10:52:38,True,I agree,1989,Male,Single,Non-Hispanic White or Euro-American,United States,5,3,0,$1501-$2000,7.1,6.1,5.2,7.2,6.6,Defense secretary,Mitch Mcconnell,,Republicans,The Supreme Court,182.408,,,7.1,7.1,3,8.6,6
2016-11-30 11:26:21,2016-11-30 11:34:16,True,I agree,1995,Male,Single,Non-Hispanic White or Euro-American,United States,5.1,4,0,$0-$500,1.8,3,1,9.3,3.2,SECDEF,Mitch McConnell,John Roberts,GOP,The Supreme Court,,,191.381,5.1,5.1,5.3,5.2,1.6
2016-11-30 11:55:13,2016-11-30 12:04:02,True,I agree,1994,Male,Single,Non-Hispanic White or Euro-American,United States,1,4,0,$501-$1000,9.4,9.7,8.2,10,10,Secratary of Defense ,Sen Mitchell McConnell (R-KY),Justice John Roberts,Republicans ,The Supreme Court,,,221.587,7,5.5,7.2,4,6.5
2016-11-30 12:20:20,2016-11-30 12:31:26,True,I agree,1996,Male,Single,Non-Hispanic White or Euro-American,United States,1.1,3,0,$1501-$2000,8,6,,8,5,Secretary of Defense,Don't know,Chief Roberts,Republicans,The Supreme Court,,289.64,,5,6,6,6,3.8
2016-11-30 13:06:41,2016-11-30 13:13:36,True,I agree,1995,Male,Single,Latino or Hispanic American,United States,3,3,0,$501-$1000,3.2,3.2,2,5.3,4,,,,,The Supreme Court,156.733,,,8,3,7.5,5,2
2016-11-30 15:33:07,2016-11-30 15:45:16,True,I agree,1991,Prefer not to disclose,Married,Native American or Alaskan Native,United States,5.5,5,0,$501-$1000,10,10,1,10,6,,Mitch McConnell,John Roberts,Republican,The Supreme Court,164.449,,,1,10,10,7,1
2016-11-30 16:30:20,2016-11-30 16:38:23,True,I agree,1994,Female,Single,Non-Hispanic White or Euro-American,United States,1.4,4,0,$501-$1000,7,6.5,4,5.4,2.8,Sec of Defense ,McConnell,Roberts,Rep,The Supreme Court,,,180.703,1.9,7.8,6.3,5.5,1.3
2016-11-28 14:28:30,2016-11-30 17:16:44,True,I agree,1990,Female,Married,Non-Hispanic White or Euro-American,United States,1,5,0,$2001-$2500,5.6,7.6,5.6,7,5.9,,Mitch McConnell,John Roberts,Republican,The Supreme Court,,181889.768,,5.1,8.2,8.5,6.7,5.3
2016-11-30 17:12:09,2016-11-30 17:39:07,True,I agree,1996,Male,Single,Non-Hispanic White or Euro-American,United States,8.1,1,0,$501-$1000,7,8.2,,8.3,1.9,Secretary of Defense,do not know this,John Roberts,Republicans,The Supreme Court,,,929.227,1.8,9.1,10,6,1.6
2016-11-30 17:40:53,2016-11-30 17:50:40,True,I agree,1996,Male,Single,Arab Middle Eastern or Arab American,Saudi Arabia,5,0,0,$2001-$2500,7,7.1,3.2,6.5,5,secretary of defense ,Mitch McConnel,,republicans,The Supreme Court,162.505,,,4,7.2,8.1,3,3.9
2016-11-30 17:47:38,2016-11-30 17:56:51,True,I agree,1995,Female,Single,Non-Hispanic White or Euro-American,United States,1.1,3.5,0,$501-$1000,8.6,8.5,,7.9,3.2,,,,Republican,The Supreme Court,,247.096,,1.8,10,10,2.6,1.3
2016-11-23 19:17:28,2016-11-23 19:17:57,False,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-30 19:13:07,2016-11-30 19:18:20,True,I agree,1997,Male,Single,South Asian or Indian American,Bangladesh,6.2,0,0,$0-$500,7.3,8.4,,7.5,8.1,,,,,The Congress,165.244,,,7,8.4,8.1,4,8.2
2016-11-30 19:19:14,2016-11-30 19:32:25,True,I agree,1993,Male,Single,Other,United States,9,4,0,$501-$1000,7.1,,,7.2,,,,,Republican,The Supreme Court,,258.939,,1.8,9,10,8.2,3
2016-11-30 20:04:41,2016-11-30 20:13:07,True,I agree,1998,Male,Single,Non-Hispanic White or Euro-American,United States,3,0,0,$0-$500,7.3,7.1,5.3,7.5,8.2,Homeland Security,Paul Ryan,Roberts,Republicans,The Supreme Court,,,169.37,8.2,6,7,10,8.3
2016-11-30 20:12:04,2016-11-30 20:19:52,True,I agree,1997,Female,Single,Non-Hispanic White or Euro-American,United States,4,2,0,$1001-$1500,5.1,3.9,,9.8,1.8,,,,Republican,The Supreme Court,,246.157,,2.9,9.3,8.9,2,3
2016-11-30 20:14:49,2016-11-30 20:24:27,True,I agree,1996,Female,Single,Other,United States,8.2,1,3,$501-$1000,7.4,7.8,,8.5,7.5,,republicans,,republicans,The Supreme Court,247.986,,,6.8,3.9,4,1.5,5.4
2016-11-30 20:47:21,2016-11-30 20:53:22,True,I agree,1996,Female,Single,Non-Hispanic White or Euro-American,United States,7.8,3,0,$0-$500,9,8.4,6.8,10,4.9,,,,,The Supreme Court,,,177.382,2.9,10,10,10,3.7
2016-11-30 20:53:38,2016-11-30 21:02:29,True,I agree,1996,Female,Single,Non-Hispanic White or Euro-American,United States,2,2.5,0,$0-$500,9,9,5,10,5,,Mitch McConnel,,Republican,The Supreme Court,163.745,,,2,10,10,8,2
2016-11-30 21:01:02,2016-11-30 21:11:15,True,I agree,1984,Male,Single,Non-Hispanic White or Euro-American,United States,1,4,0,$3001 and more,4,7,,10,7,Secretary of Defense,Mitch McConnell,Roberts,Republican,The Supreme Court,,243.179,,4,8.5,10,7,3.5
2016-11-30 21:16:08,2016-11-30 21:21:34,True,I agree,1997,Male,Single,Arab Middle Eastern or Arab American,United Arab Emirates,5.6,2,0,$1501-$2000,7.2,7,5.5,7.2,6.3,,,,,The Supreme Court,162.775,,,6,6.9,7.2,7.2,7.8
2016-11-30 21:19:41,2016-11-30 21:27:56,True,I agree,1995,Male,Single,Non-Hispanic White or Euro-American,United States,6.1,3,0,Prefer not to disclose,8.1,7.1,4,7.8,5.4,Sec. of Defense,Republican,John Roberts,Republican,The Supreme Court,,242.578,,8,6.1,4.3,7.7,6.7
2016-11-30 21:29:39,2016-11-30 21:45:36,True,I agree,1995,Male,Single,Arab Middle Eastern or Arab American,United Arab Emirates,8.2,2,0,$3001 and more,8.7,4.8,10,8.1,,secretary of defence,mitch mcConnell,John Roberts,Republican party,The Supreme Court,,,163.242,3,9.2,2.8,9.2,2.5
2016-11-30 22:02:37,2016-11-30 22:13:51,True,I agree,1990,Male,Single,Non-Hispanic White or Euro-American,United States,1,3,0,$1501-$2000,7,10,1,9,5,,Mitch McConnell,John Roberts,Republican,The Supreme Court,161.955,,,6,4,7,8,5.5
2016-11-30 22:34:32,2016-11-30 22:41:55,True,I agree,1994,Male,Single,South Asian or Indian American,United States,1,4,0,$0-$500,7.5,9.5,5.2,8,9,Secretary of Defense,Mitch McConnell,John Roberts,Republican,The Supreme Court,,,161.728,7,6,10,10,4.5
2016-11-30 22:38:02,2016-11-30 22:49:18,True,I agree,1997,Female,Single,Other,United States,7.6,1,0,$501-$1000,8.2,6.8,,10,8.5,,,,gop,The Congress,,248.283,,5.1,2.9,10,5,5.3
2016-11-30 22:56:00,2016-11-30 23:04:59,True,I agree,1996,Female,Single,Latino or Hispanic American,United States,5,2,0,$1001-$1500,,,,5.6,,Senate,Ashton,Carter,Republicans,The Congress,211.415,,,8,8.2,4.1,8.2,7.8
2016-11-30 23:16:36,2016-11-30 23:30:58,True,I agree,1990,Male,Single,"Black, Afro-Caribbean, or African American",Uganda,7,4,0,$1001-$1500,5.2,7,,10,7,,,,,The Congress,,,539.23,3.9,6.1,4.5,7.1,3.2
2016-11-23 21:24:54,2016-11-25 13:12:57,False,I agree,1996,Female,Single,Non-Hispanic White or Euro-American,United States,1,3,0,$0-$500,1,1,,1,1,,,,,The Supreme Court,,,,,,,,
2016-11-29 19:02:49,2016-11-29 19:03:09,False,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-29 22:17:56,2016-11-29 22:32:33,False,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-30 16:36:55,2016-11-30 16:41:42,False,I agree,1996,Female,Single,Non-Hispanic White or Euro-American,United States,2,2,0,$0-$500,5.9,6,,5,,Secretary of Defense ,Kevin McCarthy,John Roberts,Republican,The Congress,,,,,,,,
2016-11-30 20:30:31,2016-11-30 20:38:11,False,I agree,1996,Female,Single,Non-Hispanic White or Euro-American,United States,7.1,3,0,$0-$500,9.2,8.1,6.4,10,5,,,,,The Supreme Court,,,,,,,,
2016-12-01 18:38:04,2016-12-01 18:41:32,False,I agree,1987,Male,Single,South Asian or Indian American,India,6.5,5,0,Prefer not to disclose,7,5,,7,2,,,,,The Supreme Court,,,,,,,,
